closing_broker,dealteam_portfolio_id_lookup,originator_id_lookup,date,closer,deal_team_portfolio,originator,deal_team,rsa,company,lender_success,type,facility_type,facility_size,lender,invoice_amount,success_fee,lead_source,campaign,partner_introducer,sector,fbx_funding_bay,paid_partner,month,year,quarter,week,deal_count,month_1,close_lead_id
,,,12/01/2019,Sam Sandhu,,,False,False,PLANKS CLOTHING LTD,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Bibby Financial Services (UK) Ltd,£100.00,0.00%,Partner Referral,,GC,Retail,Funding Bay,False,Jan19,2019.0,Q1,2,True,19-01,NOT FOUND
,,,15/01/2019,Joseph Babalola,,Joseph Babalola,False,False,ONE STOP ACCESS LIMITED,Lender,New Business,Business Loan (Unsecured),"£12,000.00",Iwoca Ltd,£600.00,0.00%,Outbound Marketing,Skipton,,Private Security,Funding Bay,False,Jan19,2019.0,Q1,3,True,19-01,NOT FOUND
,,,24/01/2019,Sam Sandhu,,Sam Sandhu,False,False,Carriage Solutions (London) Ltd,Lender,New Business,Asset Finance,"£50,000.00",Simply Asset Finance Operations Ltd,"£4,000.00",0.00%,Partner Referral,,Capital Living London Limited,Logistics and Distribtion,Funding Bay,False,Jan19,2019.0,Q1,4,True,19-01,lead_ti2K8rJKQsy0ldZQ3eApvX4duQF5x8IXpGRn7Y2hibN
,,,24/01/2019,Sam Sandhu,,Sam Sandhu,False,False,Carriage Solutions (London) Ltd,Lender,New Business,Asset Finance,"£92,000.00",Hampshire Trust Bank,"£1,317.00",0.00%,Partner Referral,,Capital Living London Limited,Logistics and Distribtion,Funding Bay,False,Jan19,2019.0,Q1,4,True,19-01,lead_ti2K8rJKQsy0ldZQ3eApvX4duQF5x8IXpGRn7Y2hibN
,,,24/01/2019,Joseph Babalola,,Joseph Babalola,False,False,OFFICE BUSINESS SUPPLIES LIMITED,Lender,New Business,Business Loan (Unsecured),"£11,000.00",Infund,£440.00,0.00%,Outbound Marketing,"Tax Payment Prospects (Small biz, large turnover)",,Logistics and Distribtion,Funding Bay,False,Jan19,2019.0,Q1,4,True,19-01,lead_c2IjhzaiZOkqyDqi50PkgPQJ0wKFg20mKEQ8Rw53yfw
,,,29/01/2019,Sam Sandhu,,Sam Sandhu,False,False,Shelly Francis,Lender,New Business,Business Loan (Secured),"£205,000.00",Grey Matters Specialist Lending,"£4,050.00",0.00%,Partner Referral,,GTM Savants LLP,Retail,Funding Bay,False,Jan19,2019.0,Q1,5,True,19-01,lead_VzIKcNJmzC8od1mKtwIjJyCBId6beIw06bqZJcryYiN
,,,30/01/2019,Joseph Babalola,,Joseph Babalola,False,False,Channel Advantage Ltd,Lender,New Business,Business Loan (Unsecured),"£75,000.00",Newable Business Loans,"£2,250.00",0.00%,Partner Referral,,BBX,E-Commerce,Funding Bay,False,Jan19,2019.0,Q1,5,True,19-01,lead_VzIKcNJmzC8od1mKtwIjJyCBId6beIw06bqZJcryYiN
,,,01/02/2019,Mikhail Bolus,,,False,False,Blackburn & Co LTD,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Satago,£149.80,0.00%,Outbound Marketing,GC Data,,Property,Funding Bay,False,Feb19,2019.0,Q1,5,True,19-02,lead_DjrWBeiV0Umfn7P5xU1O9zaxcxndOEQ1gIdgQYenOdz
,,,01/02/2019,Joseph Babalola,,Joseph Babalola,False,False,OFFICE BUSINESS SUPPLIES LIMITED,Lender,Existing Business,Business Loan (Unsecured),"£1,150.00",Iwoca Ltd,£57.50,0.00%,Outbound Marketing,"Tax Payment Prospects (Small biz, large turnover)",,Logistics and Distribtion,Funding Bay,False,Feb19,2019.0,Q1,5,True,19-02,lead_DjrWBeiV0Umfn7P5xU1O9zaxcxndOEQ1gIdgQYenOdz
,,,02/02/2019,Sam Sandhu,,,False,False,Go Groundworks,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Market Finance,£250.00,0.00%,Partner Referral,,GC,"Construction, Professional & Other Private Services",Funding Bay,False,Feb19,2019.0,Q1,5,True,19-02,lead_DjrWBeiV0Umfn7P5xU1O9zaxcxndOEQ1gIdgQYenOdz
,,,05/02/2019,Sam Sandhu,,Sam Sandhu,False,False,Supreme London Ltd,Lender,New Business,Business Loan (Unsecured),"£100,000.00",Nucleus Cashflow Finance Limited,"£2,000.00",0.00%,Partner Referral,,GC,Manufacturing,Funding Bay,False,Feb19,2019.0,Q1,6,True,19-02,lead_aTwEZ4HqjKvVSefNXeNx6HnTviABd1pCIIO4A8nlfte
,,,07/02/2019,Neil Cassule,,Neil Cassule,False,False,QUALIT Y FIXING SUPPLIES LTD,Lender,New Business,Business Loan (Unsecured),"£25,000.00",Nucleus Cashflow Finance Limited,£875.00,0.00%,Outbound Marketing,Just Cashflow,,Retail,Funding Bay,False,Feb19,2019.0,Q1,6,True,19-02,NOT FOUND
,,,08/02/2019,Joseph Babalola,,Joseph Babalola,False,False,HANGER INC LTD,Lender,New Business,Business Loan (Unsecured),"£8,000.00",Infund,£320.00,0.00%,Partner Referral,,GC,Fashion Retail,Funding Bay,False,Feb19,2019.0,Q1,6,True,19-02,lead_VzIKcNJmzC8od1mKtwIjJyCBId6beIw06bqZJcryYiN
,,,13/02/2019,Mikhail Bolus,,Mikhail Bolus,False,False,NORTHSKULL LIMITED,Lender,New Business,Business Loan (Unsecured),"£30,000.00",Boost Capital,"£2,400.00",0.00%,Outbound Marketing,GC Data,,Fashion Retail,Funding Bay,False,Feb19,2019.0,Q1,7,True,19-02,lead_jrwkuPjMgnXl0IlEGhtUijCGsy5Ok9mtScs7smPSIp3
,,,15/02/2019,Mikhail Bolus,,,False,False,AUTOMOTIVE INSIGHTS (UK) LTD,Lender,New Business,Receivables Finance,"£120,000.00",Pulse Cashflow,£645.93,0.00%,Partner Referral,,GC,Logistics and Distribtion,Funding Bay,False,Feb19,2019.0,Q1,7,True,19-02,lead_AN3r8zvLcR39u73WumSjLpQKze9y9zNEXNEY4TaBCQY
,,,19/02/2019,Mikhail Bolus,,Mikhail Bolus,False,False,Hawkins & Brimble Ltd,Lender,New Business,Business Loan (Secured),"£120,000.00",Nationwide Corporate Finance,"£6,000.00",0.00%,Outbound Marketing,GC Data,,Retail,Funding Bay,False,Feb19,2019.0,Q1,8,True,19-02,lead_lCNTVQz5kxvnoIMNhfDsP6DjQi9qn1ioqqPJ653AKoB
,,,21/02/2019,Joseph Babalola,,Joseph Babalola,False,False,OFFICE BUSINESS SUPPLIES LIMITED,Lender,Existing Business,Business Loan (Unsecured),"£4,062.00",Iwoca Ltd,£162.48,0.00%,Outbound Marketing,"Tax Payment Prospects (Small biz, large turnover)",,Logistics and Distribtion,Funding Bay,False,Feb19,2019.0,Q1,8,True,19-02,lead_G9khDXJUBoBhuiOqzMVMWACxCQ8eimCKH2tGfUvpP8U
,,,28/02/2019,Sam Sandhu,,,False,False,PLANKS CLOTHING LTD,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Bibby Financial Services (UK) Ltd,£104.02,0.00%,Partner Referral,,GC,Retail,Funding Bay,False,Feb19,2019.0,Q1,9,True,19-02,lead_5GNQSsAg0kQw33mWVlCsLLwn2xxKktPBXjgdvQ5Iwl8
,,,28/02/2019,Mikhail Bolus,,Mikhail Bolus,False,False,NORTHSKULL LIMITED,Lender,Existing Business,Business Loan (Unsecured),"£25,000.00",Iwoca Ltd,"£1,250.00",0.00%,Outbound Marketing,GC Data,,Fashion Retail,Funding Bay,False,Feb19,2019.0,Q1,9,True,19-02,lead_5I0cYxFZd8vjFx12fauiE9uzO4IeyTJDLKPGZ6ZcnIg
,,,01/03/2019,Mikhail Bolus,,,False,False,Blackburn & Co LTD,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Satago,£188.70,0.00%,Outbound Marketing,GC Data,,Property,Funding Bay,False,Mar19,2019.0,Q1,9,True,19-03,lead_5I0cYxFZd8vjFx12fauiE9uzO4IeyTJDLKPGZ6ZcnIg
,,,03/03/2019,Mikhail Bolus,,Mikhail Bolus,False,False,Curated Digital LTD,Lender,New Business,Business Loan (Unsecured),"£100,000.00",Iwoca Ltd,"£5,000.00",0.00%,Partner Referral,,GC,Marketing,Funding Bay,False,Mar19,2019.0,Q1,10,True,19-03,lead_Rc8rNvexzC670PPzdJRb5ymUbHELHzGhvlcZrTSrNFs
,,,03/03/2019,Sam Sandhu,,,False,False,Edgenexus Limited,Lender,Recurring Revenue,Receivables Finance,"£10,000.00",Inksmoor,£9.44,0.00%,Outbound Marketing,GC Data,,IT,Funding Bay,False,Mar19,2019.0,Q1,10,True,19-03,lead_Rc8rNvexzC670PPzdJRb5ymUbHELHzGhvlcZrTSrNFs
,,,03/03/2019,Sam Sandhu,,,False,False,L F MARKEY LTD,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",GapCap,£41.13,0.00%,Outbound Marketing,GC Data,,Fashion Retail,Funding Bay,False,Mar19,2019.0,Q1,10,True,19-03,lead_7nzjtd0OWA43FYSsswkP4uMEZSZPPEDmkO03MUJ0ae9
,,,04/03/2019,Sam Sandhu,,,False,False,Hunter Products Ltd,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Ultimate Business Finance Ltd,£225.08,0.00%,Partner Referral,,GC,"Construction, Professional & Other Private Services",Funding Bay,False,Mar19,2019.0,Q1,10,True,19-03,lead_7nzjtd0OWA43FYSsswkP4uMEZSZPPEDmkO03MUJ0ae9
,,,04/03/2019,Sam Sandhu,,,False,False,PLANKS CLOTHING LTD,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Bibby Financial Services (UK) Ltd,£100.00,0.00%,Partner Referral,,GC,Retail,Funding Bay,False,Mar19,2019.0,Q1,10,True,19-03,lead_v3Vx2zxOBCsvqAydKtscFIneOlhQ9YoAbu9QmGAj5zX
,,,04/03/2019,Joseph Babalola,,,False,False,D J WILLRICH LIMITED,Lender,New Business,Receivables Finance,"£72,328.00",Satago,£116.37,0.00%,Outbound Marketing,Ebury data,,Engineering,Funding Bay,False,Mar19,2019.0,Q1,10,True,19-03,lead_v3Vx2zxOBCsvqAydKtscFIneOlhQ9YoAbu9QmGAj5zX
,,,04/03/2019,Alex Fenton,,,False,False,Kat Maconie Ltd,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",GapCap,£200.00,0.00%,Outbound Marketing,GC Data,,Fashion Retail,Funding Bay,False,Mar19,2019.0,Q1,10,True,19-03,lead_AN3r8zvLcR39u73WumSjLpQKze9y9zNEXNEY4TaBCQY
,,,05/03/2019,Sam Sandhu,,,False,False,Hunter Products Ltd,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Ultimate Business Finance Ltd,£760.60,0.00%,Partner Referral,,GC,"Construction, Professional & Other Private Services",Funding Bay,False,Mar19,2019.0,Q1,10,True,19-03,lead_lCNTVQz5kxvnoIMNhfDsP6DjQi9qn1ioqqPJ653AKoB
,,,05/03/2019,Sam Sandhu,,,False,False,PLANKS CLOTHING LTD,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Bibby Financial Services (UK) Ltd,£100.00,0.00%,Partner Referral,,GC,Retail,Funding Bay,False,Mar19,2019.0,Q1,10,True,19-03,lead_VzIKcNJmzC8od1mKtwIjJyCBId6beIw06bqZJcryYiN
,,,05/03/2019,Sam Sandhu,,Sam Sandhu,False,False,YOUR GATEWAY LIMITED,Lender,New Business,Business Loan (Unsecured),"£5,000.00",Iwoca Ltd,£250.00,0.00%,Partner Referral,,Roantree Incentive Marketing Ltd,Marketing,Funding Bay,False,Mar19,2019.0,Q1,10,True,19-03,lead_VzIKcNJmzC8od1mKtwIjJyCBId6beIw06bqZJcryYiN
,,,06/03/2019,Mikhail Bolus,,,False,False,AUTOMOTIVE INSIGHTS (UK) LTD,Lender,Recurring Revenue,Receivables Finance,"£120,000.00",Pulse Cashflow,£290.70,0.00%,Partner Referral,,GC,Logistics and Distribtion,Funding Bay,False,Mar19,2019.0,Q1,10,True,19-03,lead_AN3r8zvLcR39u73WumSjLpQKze9y9zNEXNEY4TaBCQY
,,,07/03/2019,Sam Sandhu,,,False,False,Hunter Products Ltd,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Ultimate Business Finance Ltd,£419.15,0.00%,Partner Referral,,GC,"Construction, Professional & Other Private Services",Funding Bay,False,Mar19,2019.0,Q1,10,True,19-03,lead_lCNTVQz5kxvnoIMNhfDsP6DjQi9qn1ioqqPJ653AKoB
,,,07/03/2019,Sam Sandhu,,,False,False,PLANKS CLOTHING LTD,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Bibby Financial Services (UK) Ltd,£224.19,0.00%,Partner Referral,,GC,Retail,Funding Bay,False,Mar19,2019.0,Q1,10,True,19-03,lead_x6mMEg6SHERs38gGRmlrFJslrL0GC3TF8dlezuMcLtT
,,,12/03/2019,Neil Cassule,,Neil Cassule,False,False,TAHERA SULTANA LTD,Lender,New Business,Business Loan (Unsecured),"£11,995.00",One PM Finance,"£1,799.25",0.00%,Partner Referral,,Skinthestic,E-Commerce,Funding Bay,False,Mar19,2019.0,Q1,11,True,19-03,lead_YYR3YRR9jRj6RczgFsijgWBnVMIQElessmH0kMTYYZB
,,,14/03/2019,Joseph Babalola,,Joseph Babalola,False,False,Channel Advantage Ltd,Lender,Existing Business,Business Loan (Unsecured),"£50,000.00",Nucleus Cashflow Finance Limited,"£2,500.00",0.00%,Partner Referral,,BBX,E-Commerce,Funding Bay,False,Mar19,2019.0,Q1,11,True,19-03,lead_AN3r8zvLcR39u73WumSjLpQKze9y9zNEXNEY4TaBCQY
,,,18/03/2019,Mikhail Bolus,,Mikhail Bolus,False,False,Eleciserve Electrical Services LTD,Lender,New Business,Business Loan (Unsecured),"£100,000.00",Nucleus Cashflow Finance Limited,"£3,500.00",0.00%,Outbound Marketing,Angel Investment Network,,"Construction, Professional & Other Private Services",Funding Bay,False,Mar19,2019.0,Q1,12,True,19-03,lead_lCNTVQz5kxvnoIMNhfDsP6DjQi9qn1ioqqPJ653AKoB
,,,19/03/2019,Joseph Babalola,,Joseph Babalola,False,False,TWIN RIVERS HOLIDAY PARK LTD,Lender,New Business,Business Loan (Unsecured),"£30,000.00",Credit 4,£900.00,0.00%,Partner Referral,,Graham Read,Hospitality,Funding Bay,False,Mar19,2019.0,Q1,12,True,19-03,lead_AN3r8zvLcR39u73WumSjLpQKze9y9zNEXNEY4TaBCQY
,,,21/03/2019,Joseph Babalola,,Joseph Babalola,False,False,Names 4 U LTD,Lender,New Business,Business Loan (Unsecured),"£15,000.00",Infund,£600.00,0.00%,Outbound Marketing,Staffing and Recruiting,,E-Commerce,Funding Bay,False,Mar19,2019.0,Q1,12,True,19-03,lead_lCNTVQz5kxvnoIMNhfDsP6DjQi9qn1ioqqPJ653AKoB
,,,28/03/2019,Joseph Babalola,,Joseph Babalola,False,False,DIGIT AL DEADLINE LIMITED,Lender,New Business,Business Loan (Unsecured),"£15,000.00",Iwoca Ltd,£750.00,0.00%,Outbound Marketing,GC Data,,Manufacturing,Funding Bay,False,Mar19,2019.0,Q1,13,True,19-03,lead_NpBikESAFFAr6JLzgFYHpZi7UvJ3n5ySgUxDNvLKLg6
,,,29/03/2019,Joseph Babalola,,,False,False,LABEL LAB GROUP LIMITED,Lender,New Business,Receivables Finance,"£47,000.00",SC Advisors,£708.32,0.00%,Partner Referral,,ASSEMBLE SCAFFOLD SOLUTIONS LIMITED,Fashion Retail,Funding Bay,False,Mar19,2019.0,Q1,13,True,19-03,lead_u4ugnryaDCneGlseAXznBLXichUNrM8srzQZ0eU0VsT
,,,29/03/2019,Sam Sandhu,,Sam Sandhu,False,False,JAH Plant Hire Ltd/Anglia Concrete Ltd,Lender,Existing Business,Business Loan (Unsecured),"£50,000.00",Nucleus Cashflow Finance Limited,"£2,500.00",0.00%,Partner Referral,,GC,"Construction, Professional & Other Private Services",Funding Bay,False,Mar19,2019.0,Q1,13,True,19-03,lead_GCvyn8Dqzk3wNvlBl8EyPVA0CMnN6ot7AWavdiJ7erF
,,,01/04/2019,Mikhail Bolus,,,False,False,Curated Digital LTD,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Market Finance,£300.00,0.00%,Partner Referral,,GC,Marketing,Funding Bay,False,Apr19,2019.0,Q1,14,True,19-04,lead_u4ugnryaDCneGlseAXznBLXichUNrM8srzQZ0eU0VsT
,,,01/04/2019,Sam Sandhu,,,False,False,PLANKS CLOTHING LTD,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Bibby Financial Services (UK) Ltd,£215.99,0.00%,Partner Referral,,GC,Retail,Funding Bay,False,Apr19,2019.0,Q2,14,True,19-04,lead_ek8Fu6b0ziSkvRG90GD3J98lXYYYEYrD4eYnBFBE5GQ
,,,03/04/2019,Mikhail Bolus,,,False,False,Blackburn & Co LTD,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Satago,£244.55,0.00%,Outbound Marketing,GC Data,,Property,Funding Bay,False,Apr19,2019.0,Q2,14,True,19-04,lead_V5xptQtgBT0u1stHq6XBNAJgwYYZe0lx1ILrC1VcQW0
,,,03/04/2019,Mikhail Bolus,,Mikhail Bolus,False,False,NORTHSKULL LIMITED,Lender,Existing Business,Business Loan (Unsecured),"£35,000.00",Iwoca Ltd,"£1,750.00",0.00%,Outbound Marketing,GC Data,,Fashion Retail,Funding Bay,False,Apr19,2019.0,Q2,14,True,19-04,lead_V5xptQtgBT0u1stHq6XBNAJgwYYZe0lx1ILrC1VcQW0
,,,04/04/2019,Sam Sandhu,,,False,False,Car Park Systems Ltd,Lender,New Business,Receivables Finance,"£100,000.00",Ultimate Business Finance Ltd,"£1,181.99",0.00%,Partner Referral,,GC,Ventilation,Funding Bay,False,Apr19,2019.0,Q2,14,True,19-04,lead_hogXpu8D2Dhg5D6AdiSBZrZmK7mPI0teCbORgYAV81t
,,,09/04/2019,Mikhail Bolus,,,False,False,AUTOMOTIVE INSIGHTS (UK) LTD,Lender,Recurring Revenue,Receivables Finance,"£120,000.00",Pulse Cashflow,£301.48,0.00%,Partner Referral,,GC,Logistics and Distribtion,Funding Bay,False,Apr19,2019.0,Q2,15,True,19-04,lead_hogXpu8D2Dhg5D6AdiSBZrZmK7mPI0teCbORgYAV81t
,,,09/04/2019,Mikhail Bolus,,Mikhail Bolus,False,False,FUTURE FISHING LIMITED,Lender,New Business,Business Loan (Unsecured),"£243,686.00",Funding Circle Ltd,"£12,296.08",0.00%,Outbound Marketing,Lending Crowd,,Fishing,Funding Bay,False,Apr19,2019.0,Q2,15,True,19-04,lead_NpBikESAFFAr6JLzgFYHpZi7UvJ3n5ySgUxDNvLKLg6
,,,15/04/2019,Sam Sandhu,,,False,False,Edgenexus Limited,Lender,Recurring Revenue,Receivables Finance,"£10,000.00",Inksmoor,£17.99,0.00%,Outbound Marketing,GC Data,,IT,Funding Bay,False,Apr19,2019.0,Q2,16,True,19-04,lead_AN3r8zvLcR39u73WumSjLpQKze9y9zNEXNEY4TaBCQY
,,,18/04/2019,Joseph Babalola,,Joseph Babalola,False,False,SALAM & CO. SOLICIT ORS LTD,Lender,New Business,Business Loan (Unsecured),"£15,000.00",Infund,£600.00,0.00%,Outbound Marketing,GC Data,,Professional and Other Private Services,Funding Bay,False,Apr19,2019.0,Q2,16,True,19-04,lead_lCNTVQz5kxvnoIMNhfDsP6DjQi9qn1ioqqPJ653AKoB
,,,25/04/2019,Sam Sandhu,,Sam Sandhu,False,False,L F MARKEY LTD,Lender,Existing Business,Business Loan (Unsecured),"£50,000.00",Invocap,"£2,500.00",0.00%,Outbound Marketing,GC Data,,Fashion Retail,Funding Bay,False,Apr19,2019.0,Q2,17,True,19-04,lead_YYR3YRR9jRj6RczgFsijgWBnVMIQElessmH0kMTYYZB
,,,25/04/2019,Joseph Babalola,,,False,False,POWER SYSTEMS INTERNATIONAL LIMITED,Lender,New Business,Receivables Finance,"£15,000.00",SC Advisors,£666.25,0.00%,Outbound Marketing,GC Data,,Engineering,Funding Bay,False,Apr19,2019.0,Q2,17,True,19-04,lead_AN3r8zvLcR39u73WumSjLpQKze9y9zNEXNEY4TaBCQY
,,,25/04/2019,Mikhail Bolus,,Mikhail Bolus,False,False,ROUTE2SUSTAINABILIT Y LIMITED,Lender,New Business,Business Loan (Unsecured),"£250,000.00",Funding Circle Ltd,"£13,750.00",0.00%,Outbound Marketing,Lending Crowd,,Management Consulting,Funding Bay,False,Apr19,2019.0,Q2,17,True,19-04,lead_AN3r8zvLcR39u73WumSjLpQKze9y9zNEXNEY4TaBCQY
,,,25/04/2019,Sam Sandhu,,Sam Sandhu,False,False,SHINE CREATIVE SOLUTIONS LIMITED,Lender,Existing Business,Business Loan (Unsecured),"£68,000.00",Boost Capital,"£4,960.80",0.00%,Outbound Marketing,GC Data,,Marketing,Funding Bay,False,Apr19,2019.0,Q2,17,True,19-04,lead_hlXJ2g26rmYtEPyG82YVNMtVhyZs0laL7utzN5tZRla
,,,30/04/2019,Sam Sandhu,,Sam Sandhu,False,False,ELO Home Ltd,Lender,Existing Business,Business Loan (Secured),"£1,600,000.00",Totum Finance,"£16,000.00",0.00%,Partner Referral,,AF,Property,Funding Bay,False,Apr19,2019.0,Q2,18,True,19-04,lead_hlXJ2g26rmYtEPyG82YVNMtVhyZs0laL7utzN5tZRla
,,,02/05/2019,Joseph Babalola,,Joseph Babalola,False,False,OFFICE BUSINESS SUPPLIES LIMITED,Lender,Existing Business,Business Loan (Unsecured),£850.00,Iwoca Ltd,£42.50,0.00%,Outbound Marketing,"Tax Payment Prospects (Small biz, large turnover)",,Logistics and Distribtion,Funding Bay,False,May19,2019.0,Q2,18,True,19-05,lead_hlXJ2g26rmYtEPyG82YVNMtVhyZs0laL7utzN5tZRla
,,,03/05/2019,Sam Sandhu,,,False,False,PLANKS CLOTHING LTD,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Bibby Financial Services (UK) Ltd,£100.00,0.00%,Partner Referral,,GC,Retail,Funding Bay,False,May19,2019.0,Q2,18,True,19-05,lead_lCNTVQz5kxvnoIMNhfDsP6DjQi9qn1ioqqPJ653AKoB
,,,03/05/2019,Sam Sandhu,,Sam Sandhu,False,False,Benott Limited,Lender,New Business,Business Loan (Unsecured),"£107,000.00",Spotcap,"£1,500.00",0.00%,Partner Referral,,SYK Consulting Ltd,"Construction, Professional & Other Private Services",Funding Bay,False,May19,2019.0,Q2,18,True,19-05,lead_DlTaH6mSQxQz5a498vObuZOmbX3K5kQyUfb0UIee2JH
,,,05/05/2019,Sam Sandhu,,,False,False,Car Park Systems Ltd,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Ultimate Business Finance Ltd,£413.26,0.00%,Partner Referral,,GC,Ventilation,Funding Bay,False,May19,2019.0,Q2,19,True,19-05,lead_DlTaH6mSQxQz5a498vObuZOmbX3K5kQyUfb0UIee2JH
,,,05/05/2019,Sam Sandhu,,,False,False,CLOUDWARE SYSTEMS LIMITED,Lender,New Business,Receivables Finance,"£100,000.00",Advantedge Commercial Finance Limited,£60.41,0.00%,Partner Referral,,GC,IT,Funding Bay,False,May19,2019.0,Q2,19,True,19-05,lead_DlTaH6mSQxQz5a498vObuZOmbX3K5kQyUfb0UIee2JH
,,,05/05/2019,Mikhail Bolus,,,False,False,Curated Digital LTD,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Market Finance,£127.15,0.00%,Partner Referral,,GC,Marketing,Funding Bay,False,May19,2019.0,Q2,19,True,19-05,lead_jrwkuPjMgnXl0IlEGhtUijCGsy5Ok9mtScs7smPSIp3
,,,05/05/2019,Sam Sandhu,,,False,False,L F MARKEY LTD,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",GapCap,£51.07,0.00%,Outbound Marketing,GC Data,,Fashion Retail,Funding Bay,False,May19,2019.0,Q2,19,True,19-05,lead_AN3r8zvLcR39u73WumSjLpQKze9y9zNEXNEY4TaBCQY
,,,06/05/2019,Sam Sandhu,,,False,False,Hunter Products Ltd,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Ultimate Business Finance Ltd,£294.21,0.00%,Partner Referral,,GC,"Construction, Professional & Other Private Services",Funding Bay,False,May19,2019.0,Q2,19,True,19-05,NOT FOUND
,,,06/05/2019,Sam Sandhu,,,False,False,PLANKS CLOTHING LTD,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Bibby Financial Services (UK) Ltd,£100.00,0.00%,Partner Referral,,GC,Retail,Funding Bay,False,May19,2019.0,Q2,19,True,19-05,lead_b34Pwl9L8p73eztd4OlnCtLvqnUyaWnyg1iVqfmXsK0
,,,07/05/2019,Sam Sandhu,,Sam Sandhu,False,False,Hunter Products Ltd,Lender,Existing Business,Business Loan (Unsecured),"£100,000.00",Spotcap,"£2,000.00",0.00%,Partner Referral,,GC,"Construction, Professional & Other Private Services",Funding Bay,False,May19,2019.0,Q2,19,True,19-05,lead_b34Pwl9L8p73eztd4OlnCtLvqnUyaWnyg1iVqfmXsK0
,,,08/05/2019,Mikhail Bolus,,,False,False,Blackburn & Co LTD,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Satago,£58.09,0.00%,Outbound Marketing,GC Data,,Property,Funding Bay,False,May19,2019.0,Q2,19,True,19-05,lead_b34Pwl9L8p73eztd4OlnCtLvqnUyaWnyg1iVqfmXsK0
,,,08/05/2019,Sam Sandhu,,Sam Sandhu,False,False,GLENAIR SERVICES LIMITED,Lender,New Business,Business Loan (Unsecured),"£60,000.00",Catalyst Finance,"£2,100.00",0.00%,Outbound Marketing,Nucleus,,"Construction, Professional & Other Private Services",Funding Bay,False,May19,2019.0,Q2,19,True,19-05,lead_CRlvOjb97I0ixhT6Aql29fuzaY1kBufaWxrzlQfxTit
,,,09/05/2019,Mikhail Bolus,,,False,False,AUTOMOTIVE INSIGHTS (UK) LTD,Lender,Recurring Revenue,Receivables Finance,"£120,000.00",Pulse Cashflow,£277.55,0.00%,Partner Referral,,GC,Logistics and Distribtion,Funding Bay,False,May19,2019.0,Q2,19,True,19-05,lead_CRlvOjb97I0ixhT6Aql29fuzaY1kBufaWxrzlQfxTit
,,,11/05/2019,Neil Cassule,,Neil Cassule,False,False,THE GRAND ESCAPE LTD,Lender,New Business,Business Loan (Unsecured),"£15,000.00",Whiteoak ( LDF Finance No 3 Limited),£450.00,0.00%,Partner Referral,,Viktoria Accounting Solutions Ltd,Events Services,Funding Bay,False,May19,2019.0,Q2,19,True,19-05,lead_xQm1XKbVxWac2zdze6zbqZ8mxAgmNV3UciSKEJIcjG2
,,,15/05/2019,Joseph Babalola,,Joseph Babalola,False,False,CIT Y AGENCY LIMITED,Lender,New Business,Business Loan (Unsecured),"£50,000.00",Funding Circle Ltd,"£2,750.00",0.00%,Outbound Marketing,GC Data,,Care,Funding Bay,False,May19,2019.0,Q2,20,True,19-05,lead_NpBikESAFFAr6JLzgFYHpZi7UvJ3n5ySgUxDNvLKLg6
,,,16/05/2019,Mikhail Bolus,,Mikhail Bolus,False,False,PERSONNEL LIMITED,Lender,New Business,Business Loan (Unsecured),"£70,000.00",Lending Crowd,"£3,500.00",0.00%,Outbound Marketing,Lending Crowd,,Care,Funding Bay,False,May19,2019.0,Q2,20,True,19-05,lead_hogXpu8D2Dhg5D6AdiSBZrZmK7mPI0teCbORgYAV81t
